route_type;case;origin_destination;departure_time;player;itinerary;leg;duration_leg;modal;line;fare;itinerary_duration
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;2;1685;RAIL;CPTM L11;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;3;167;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;4;756;SUBWAY;METRÔ L4;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;5;475;WALK;;765;3991
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;1;598;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;2;900;BUS;2014-10;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;3;1776;BUS;177Y-10;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;4;233;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;5;680;RAIL;CPTM L09;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;6;514;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;1;149;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;2;1581;BUS;177H-10;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;3;98;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;4;535;SUBWAY;METRÔ L1;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;5;22;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;6;882;SUBWAY;METRÔ L4;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;7;123;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;8;680;RAIL;CPTM L09;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;9;514;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;1;530;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;2;1146;BUS;9784-10;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;3;109;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;4;1600;RAIL;CPTM L08;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;5;19;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;6;1360;RAIL;CPTM L09;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;7;514;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;1;695;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;2;1076;BUS;2014-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;3;1798;BUS;209P-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;4;78;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;5;1914;BUS;709M-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;6;123;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;1;145;WALK;;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;2;4891;BUS;967A-10;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;3;1504;BUS;709A-10;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;4;123;WALK;;430;6899
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;1;164;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;2;444;BUS;342N-10;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;3;132;BUS;4020-10;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;4;219;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;5;1348;RAIL;CPTM L11;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;6;151;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;7;963;SUBWAY;METRÔ L1;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;8;11;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;9;1521;SUBWAY;METRÔ L5;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;10;129;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;1;195;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;2;520;BUS;342N-10;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;3;119;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;4;2022;RAIL;CPTM L11;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;5;151;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;6;963;SUBWAY;METRÔ L1;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;7;11;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;8;1521;SUBWAY;METRÔ L5;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;9;129;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;1;195;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;2;693;BUS;342N-10;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;3;119;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;4;2022;RAIL;CPTM L11;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;5;151;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;6;963;SUBWAY;METRÔ L1;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;7;11;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;8;1521;SUBWAY;METRÔ L5;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;9;129;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;1;195;WALK;;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;2;520;BUS;342N-10;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;3;119;WALK;;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;4;2022;RAIL;CPTM L11;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;5;107;WALK;;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;6;381;BUS;5154-10;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;7;2808;BUS;5317-10;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;4;8;223;WALK;;748;6641
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;1;195;WALK;;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;2;705;BUS;342N-10;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;3;119;WALK;;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;4;2022;RAIL;CPTM L11;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;5;151;WALK;;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;6;963;SUBWAY;METRÔ L1;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;7;11;WALK;;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;8;1521;SUBWAY;METRÔ L5;765;6800
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;5;9;129;WALK;;765;6800
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;1;820;WALK;;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;2;888;BUS;6960-10;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;3;235;WALK;;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;4;1530;RAIL;CPTM L09;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;5;324;WALK;;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;6;750;BUS;809U-10;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;1;7;57;WALK;;748;4823
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;1;820;WALK;;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;2;936;BUS;6970-10;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;3;235;WALK;;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;4;1360;RAIL;CPTM L09;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;5;366;WALK;;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;6;1030;BUS;177H-10;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;2;7;57;WALK;;748;4872
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;1;885;WALK;;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;2;848;BUS;6074-10;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;3;142;WALK;;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;4;1700;RAIL;CPTM L09;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;5;513;WALK;;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;6;686;BUS;8022-10;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;3;7;130;WALK;;748;4950
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;1;885;WALK;;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;2;606;BUS;6074-10;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;3;142;WALK;;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;4;1360;RAIL;CPTM L09;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;5;549;WALK;;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;6;904;BUS;177H-10;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;4;7;57;WALK;;748;4983
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;1;710;WALK;;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;2;918;BUS;607M-10;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;3;192;WALK;;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;4;2210;RAIL;CPTM L09;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;5;324;WALK;;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;6;750;BUS;809U-10;748;5822
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;OTP;5;7;57;WALK;;748;5822
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;1;727;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;2;1685;RAIL;CPTM L11;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;3;167;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;4;756;SUBWAY;METRÔ L4;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;5;61;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;6;161;BUS;856R-10;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;1;7;49;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;1;727;WALK;;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;2;1685;RAIL;CPTM L11;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;3;167;WALK;;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;4;756;SUBWAY;METRÔ L4;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;5;61;WALK;;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;6;126;BUS;875C-10;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;2;7;49;WALK;;765;3796
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;3;1;727;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;3;2;1685;RAIL;CPTM L11;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;3;3;167;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;3;4;756;SUBWAY;METRÔ L4;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;3;5;475;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;4;1;727;WALK;;765;4051
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;4;2;1685;RAIL;CPTM L11;765;4051
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;4;3;167;WALK;;765;4051
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;4;4;756;SUBWAY;METRÔ L4;765;4051
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;4;5;475;WALK;;765;4051
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;5;1;727;WALK;;765;4111
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;5;2;1685;RAIL;CPTM L11;765;4111
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;5;3;167;WALK;;765;4111
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;5;4;756;SUBWAY;METRÔ L4;765;4111
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;OTP;5;5;475;WALK;;765;4111
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;1;149;WALK;;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;2;1618;BUS;177H-10;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;3;98;WALK;;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;4;535;SUBWAY;METRÔ L1;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;5;22;WALK;;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;6;882;SUBWAY;METRÔ L4;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;7;123;WALK;;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;8;680;RAIL;CPTM L09;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;1;9;514;WALK;;765;4789
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;1;598;WALK;;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;2;1207;BUS;2014-10;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;3;1676;BUS;209P-10;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;4;263;WALK;;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;5;680;RAIL;CPTM L09;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;2;6;514;WALK;;748;5077
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;1;144;WALK;;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;2;2032;BUS;177H-10;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;3;26;WALK;;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;4;358;SUBWAY;METRÔ L3;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;5;36;WALK;;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;6;756;SUBWAY;METRÔ L4;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;7;123;WALK;;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;8;680;RAIL;CPTM L09;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;3;9;514;WALK;;765;5088
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;1;462;WALK;;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;2;1174;BUS;971A-10;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;3;92;WALK;;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;4;1498;SUBWAY;METRÔ L1;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;5;11;WALK;;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;6;1014;SUBWAY;METRÔ L5;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;7;106;WALK;;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;8;834;BUS;607C-10;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;4;9;73;WALK;;748;5392
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;1;530;WALK;;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;2;1078;BUS;9784-10;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;3;109;WALK;;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;4;1600;RAIL;CPTM L08;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;5;19;WALK;;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;6;1360;RAIL;CPTM L09;748;5509
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;OTP;5;7;514;WALK;;748;5509
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;1;195;WALK;;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;2;520;BUS;342N-10;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;3;119;WALK;;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;4;2022;RAIL;CPTM L11;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;5;151;WALK;;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;6;963;SUBWAY;METRÔ L1;765;6046
