route_type;case;origin_destination;departure_time;player;itinerary;leg;duration_leg;modal;line;fare;itinerary_duration
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;7;11;WALK;;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;8;1521;SUBWAY;METRÔ L5;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;1;9;129;WALK;;765;6046
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;1;311;WALK;;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;2;749;BUS;3754-10;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;3;119;WALK;;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;4;2022;RAIL;CPTM L11;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;5;151;WALK;;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;6;963;SUBWAY;METRÔ L1;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;7;11;WALK;;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;8;1521;SUBWAY;METRÔ L5;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;2;9;129;WALK;;765;6333
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;1;195;WALK;;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;2;182;BUS;4003-10;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;3;677;WALK;;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;4;1685;RAIL;CPTM L11;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;5;151;WALK;;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;6;963;SUBWAY;METRÔ L1;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;7;29;WALK;;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;8;2628;BUS;675L-10;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;3;9;88;WALK;;765;6879
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;1;311;WALK;;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;2;710;BUS;3686-10;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;3;75;WALK;;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;4;2022;RAIL;CPTM L11;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;5;107;WALK;;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;6;1276;BUS;175T-10;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;7;1872;BUS;5362-10;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;4;8;223;WALK;;748;6965
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;1;629;WALK;;430;7886
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;2;1406;BUS;407P-10;430;7886
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;3;1504;BUS;3686-10;430;7886
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;4;19;WALK;;430;7886
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;5;3975;BUS;5300-10;430;7886
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;OTP;5;6;88;WALK;;430;7886
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;1;350;WALK;;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;2;1560;BUS;6076-41;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;3;235;WALK;;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;4;1530;RAIL;CPTM L09;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;5;324;WALK;;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;6;750;BUS;809U-10;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;1;7;57;WALK;;748;4930
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;1;885;WALK;;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;2;831;BUS;6074-10;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;3;142;WALK;;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;4;1700;RAIL;CPTM L09;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;5;513;WALK;;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;6;686;BUS;8022-10;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;2;7;130;WALK;;748;4948
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;1;751;WALK;;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;2;902;BUS;6027-10;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;3;235;WALK;;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;4;1360;RAIL;CPTM L09;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;5;366;WALK;;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;6;938;BUS;177H-10;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;3;7;57;WALK;;748;4991
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;1;885;WALK;;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;2;788;BUS;6074-10;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;3;142;WALK;;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;4;1700;RAIL;CPTM L09;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;5;324;WALK;;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;6;750;BUS;809U-10;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;4;7;57;WALK;;748;5461
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;5;1;751;WALK;;430;6863
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;5;2;3812;BUS;637G-10;430;6863
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;5;3;492;BUS;5119-10;430;6863
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;5;4;1680;BUS;7181-10;430;6863
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;OTP;5;5;57;WALK;;430;6863
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;1;1;531;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;1;2;1440;RAIL;CPTM L11;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;1;3;248;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;1;4;840;SUBWAY;METRÔ L4;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;1;5;586;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;1;531;WALK;;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;2;720;RAIL;CPTM L11;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;3;70;WALK;;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;4;1330;SUBWAY;METRÔ L3;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;5;39;WALK;;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;6;1290;BUS;7545-10;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;2;7;133;WALK;;765;4929
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;3;1;531;WALK;;748;5351
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;3;2;1080;RAIL;CPTM L11;748;5351
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;3;3;235;WALK;;748;5351
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;3;4;2125;BUS;702C-10;748;5351
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;3;5;133;WALK;;748;5351
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;1;46;WALK;;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;2;1056;BUS;3732-10;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;3;9;WALK;;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;4;720;RAIL;CPTM L11;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;5;235;WALK;;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;6;2125;BUS;702C-10;748;6048
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:03;Google;4;7;133;WALK;;748;6048
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;1;148;WALK;;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;2;1604;BUS;177H-10;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;3;68;WALK;;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;4;560;SUBWAY;METRÔ L1;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;5;0;WALK;;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;6;980;SUBWAY;METRÔ L4;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;7;0;WALK;;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;8;720;RAIL;CPTM L09;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;1;9;494;WALK;;765;5304
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;2;1;152;WALK;;430;6833
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;2;2;4428;BUS;967A-10;430;6833
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;2;3;1504;BUS;709A-10;430;6833
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;1;136;WALK;;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;2;1876;BUS;9354-10;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;3;455;WALK;;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;4;840;SUBWAY;METRÔ L4;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;5;0;WALK;;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;6;720;RAIL;CPTM L09;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;3;7;494;WALK;;765;5149
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;1;136;WALK;;3700;6146
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;2;1716;BUS;177H-10;3700;6146
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;3;216;WALK;;3700;6146
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;4;1403;BUS;308;3700;6146
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;5;358;WALK;;3700;6146
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 09:03;Google;4;6;1390;BUS;280;3700;6146
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;1;414;WALK;;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;2;935;BUS;3766-10;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;3;1190;WALK;;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;4;2280;SUBWAY;METRÔ L3;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;5;0;WALK;;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;6;784;SUBWAY;METRÔ L1;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;7;0;WALK;;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;8;1620;SUBWAY;METRÔ L5;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;1;9;139;WALK;;748;7021
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;1;365;WALK;;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;2;979;BUS;2708-10;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;3;108;WALK;;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;4;2280;SUBWAY;METRÔ L3;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;5;0;WALK;;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;6;784;SUBWAY;METRÔ L1;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;7;0;WALK;;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;8;1620;SUBWAY;METRÔ L5;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;2;9;139;WALK;;748;7057
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;1;365;WALK;;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;2;939;BUS;3754-10;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;3;0;WALK;;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;4;2280;SUBWAY;METRÔ L3;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;5;0;WALK;;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;6;784;SUBWAY;METRÔ L1;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;7;0;WALK;;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;8;1620;SUBWAY;METRÔ L5;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;3;9;139;WALK;;748;6955
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;1;323;WALK;;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;2;863;BUS;460;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;3;160;WALK;;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;4;2280;SUBWAY;METRÔ L3;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;5;325;WALK;;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;6;3135;BUS;6505-10;2383;7685
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 09:03;Google;4;7;78;WALK;;2383;7685
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;1;1;664;WALK;;2065;6270
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;1;2;1976;BUS;6913-10;2065;6270
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;1;3;156;WALK;;2065;6270
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;1;4;3539;BUS;280BI1;2065;6270
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;1;5;77;WALK;;2065;6270
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;1;664;WALK;;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;2;996;BUS;6960-10;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;3;141;WALK;;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;4;1440;RAIL;CPTM L09;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;5;215;WALK;;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;6;822;BUS;809U-10;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;2;7;54;WALK;;748;5705
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;1;664;WALK;;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;2;996;BUS;6960-10;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;3;141;WALK;;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;4;1260;RAIL;CPTM L09;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;5;0;WALK;;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;6;140;SUBWAY;METRÔ L4;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;7;49;WALK;;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;8;685;BUS;177H-10;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;3;9;54;WALK;;765;5008
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;1;743;WALK;;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;2;1003;BUS;6027-10;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;3;141;WALK;;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;4;1440;RAIL;CPTM L09;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;5;215;WALK;;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;6;822;BUS;809U-10;748;5781
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 09:03;Google;4;7;54;WALK;;748;5781
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;1;727;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;2;1685;RAIL;CPTM L11;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;3;167;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;4;756;SUBWAY;METRÔ L4;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;5;61;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;6;161;BUS;856R-10;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;1;7;49;WALK;;765;3710
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;2;1;727;WALK;;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 09:11;OTP;2;2;1685;RAIL;CPTM L11;765;3764
