route_type;case;origin_destination;departure_time;player;itinerary;leg;duration_leg;modal;line;fare
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;6;126;BUS;875C-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;1;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;6;126;BUS;875C-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;2;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;6;126;BUS;875C-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;3;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;6;133;BUS;875C-1;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;4;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;6;135;BUS;847P-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;5;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;6;161;BUS;856R-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;6;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;5;61;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;6;161;BUS;856R-10;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;7;7;49;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;8;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;8;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;8;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;8;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;8;5;475;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;9;1;727;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;9;2;1685;RAIL;CPTM L11;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;9;3;167;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;9;4;756;SUBWAY;METRÔ L4;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;9;5;475;WALK;;765
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;1;1033;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;2;433;BUS;3751-10;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;3;127;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;4;2133;BUS;N308-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;5;332;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;6;1309;BUS;N801-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;10;7;137;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;1;229;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;2;262;BUS;3027-10;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;3;23;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;4;1071;BUS;N403-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;5;384;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;6;2133;BUS;N308-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;7;332;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;8;1309;BUS;N801-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;11;9;137;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;1;428;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;2;2214;BUS;N439-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;3;112;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;4;2133;BUS;N308-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;5;332;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;6;1309;BUS;N801-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;12;7;137;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;1;1216;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;2;2139;BUS;253F-10;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;3;94;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;4;2484;BUS;N301-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;5;92;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;6;1386;BUS;N801-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;13;7;137;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;1;896;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;2;1320;BUS;N438-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;3;109;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;4;2133;BUS;N308-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;5;332;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;6;1309;BUS;N801-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;14;7;137;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;1;28;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;2;96;BUS;3732-10;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;3;1440;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;4;686;BUS;N306-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;5;129;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;6;1886;BUS;N304-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;7;1200;BUS;N302-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;8;17;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;9;1885;BUS;N307-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;15;10;202;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;1;1082;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;2;1008;BUS;N403-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;3;4;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;4;1377;BUS;N406-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;5;319;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;6;2530;BUS;N501-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;7;53;WALK;;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;8;1885;BUS;N307-11;430
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 00:52;OTP;16;9;202;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;3;770;BUS;N801-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;4;124;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;5;693;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;1;6;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;2;1;1087;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;2;2;1248;BUS;N202-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;2;3;47;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;2;4;819;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;2;5;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;3;1;1087;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;3;2;1248;BUS;N202-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;3;3;47;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;3;4;819;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;3;5;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;4;1;1087;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;4;2;1248;BUS;N202-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;4;3;47;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;4;4;819;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;4;5;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;2;1134;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;3;1365;BUS;N307-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;4;31;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;5;567;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;5;6;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;2;918;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;3;1495;BUS;N307-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;4;31;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;5;567;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;6;6;123;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;3;1638;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;4;110;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;5;318;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;7;6;73;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;3;1638;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;4;110;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;5;318;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;8;6;73;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;3;1638;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;4;110;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;5;318;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;9;6;73;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;3;1638;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;4;110;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;5;318;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;10;6;73;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;1;462;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;2;1026;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;3;1638;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;4;110;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;5;318;BUS;N603-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;11;6;73;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;1;441;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;2;79;BUS;N207-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;3;779;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;4;1081;BUS;N205-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;5;314;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;6;1526;BUS;477P-10;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;12;7;713;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;1;149;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;2;391;BUS;9354-10;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;3;47;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;4;396;BUS;971C-10;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;5;201;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;6;924;BUS;N203-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;7;199;WALK;;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;8;2184;BUS;N701-11;430
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 00:52;OTP;13;9;110;WALK;;430
